Timestamp,Algorithm,TP,FP,FN,Recall,Precision,F1,MOTP
4077.482,M-detector,0,2,25,0.0,0.0,0.0,0.0
4077.582,M-detector,0,1,25,0.0,0.0,0.0,0.0
4077.682,M-detector,0,2,25,0.0,0.0,0.0,0.0
4077.782,M-detector,0,2,25,0.0,0.0,0.0,0.0
4077.882,M-detector,0,1,25,0.0,0.0,0.0,0.0
4077.982,M-detector,0,2,25,0.0,0.0,0.0,0.0
4078.082,M-detector,0,3,25,0.0,0.0,0.0,0.0
4078.182,M-detector,0,1,25,0.0,0.0,0.0,0.0
4078.282,M-detector,0,1,25,0.0,0.0,0.0,0.0
4078.382,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.5006355542683472
4078.482,M-detector,0,1,25,0.0,0.0,0.0,0.0
4078.582,M-detector,0,2,25,0.0,0.0,0.0,0.0
4078.682,M-detector,0,1,25,0.0,0.0,0.0,0.0
4078.782,M-detector,0,1,25,0.0,0.0,0.0,0.0
4078.882,M-detector,0,2,25,0.0,0.0,0.0,0.0
4078.982,M-detector,0,2,25,0.0,0.0,0.0,0.0
4079.082,M-detector,0,2,25,0.0,0.0,0.0,0.0
4079.182,M-detector,0,1,25,0.0,0.0,0.0,0.0
4079.282,M-detector,0,2,25,0.0,0.0,0.0,0.0
4079.382,M-detector,0,1,25,0.0,0.0,0.0,0.0
4079.482,M-detector,0,1,25,0.0,0.0,0.0,0.0
4079.582,M-detector,0,1,25,0.0,0.0,0.0,0.0
4079.682,M-detector,0,1,25,0.0,0.0,0.0,0.0
4079.782,M-detector,0,1,25,0.0,0.0,0.0,0.0
4079.882,M-detector,0,1,25,0.0,0.0,0.0,0.0
4079.982,M-detector,0,1,25,0.0,0.0,0.0,0.0
4080.082,M-detector,0,1,25,0.0,0.0,0.0,0.0
4080.182,M-detector,0,1,25,0.0,0.0,0.0,0.0
4080.282,M-detector,0,1,25,0.0,0.0,0.0,0.0
4080.382,M-detector,0,0,25,0.0,0.0,0.0,0.0
4080.482,M-detector,0,3,25,0.0,0.0,0.0,0.0
4080.582,M-detector,0,3,25,0.0,0.0,0.0,0.0
4080.682,M-detector,0,1,25,0.0,0.0,0.0,0.0
4080.782,M-detector,0,0,25,0.0,0.0,0.0,0.0
4080.882,M-detector,0,2,25,0.0,0.0,0.0,0.0
4080.982,M-detector,0,2,25,0.0,0.0,0.0,0.0
4081.082,M-detector,0,1,25,0.0,0.0,0.0,0.0
4081.182,M-detector,0,1,25,0.0,0.0,0.0,0.0
4081.282,M-detector,0,1,25,0.0,0.0,0.0,0.0
4081.382,M-detector,0,2,25,0.0,0.0,0.0,0.0
4081.482,M-detector,0,3,25,0.0,0.0,0.0,0.0
4081.582,M-detector,0,2,25,0.0,0.0,0.0,0.0
4081.682,M-detector,0,3,25,0.0,0.0,0.0,0.0
4081.782,M-detector,0,2,25,0.0,0.0,0.0,0.0
4081.882,M-detector,0,4,25,0.0,0.0,0.0,0.0
4081.982,M-detector,0,2,25,0.0,0.0,0.0,0.0
4082.082,M-detector,0,2,25,0.0,0.0,0.0,0.0
4082.182,M-detector,0,1,25,0.0,0.0,0.0,0.0
4082.282,M-detector,0,2,25,0.0,0.0,0.0,0.0
4082.382,M-detector,0,2,25,0.0,0.0,0.0,0.0
4082.482,M-detector,0,2,25,0.0,0.0,0.0,0.0
4082.582,M-detector,0,2,25,0.0,0.0,0.0,0.0
4082.682,M-detector,0,2,25,0.0,0.0,0.0,0.0
4082.782,M-detector,1,1,24,0.04,0.5,0.07407407407407407,0.36684956289582843
4082.882,M-detector,1,2,24,0.04,0.3333333333333333,0.07142857142857142,0.3388324235921917
4082.982,M-detector,1,1,24,0.04,0.5,0.07407407407407407,0.5438300067356812
4083.082,M-detector,0,2,25,0.0,0.0,0.0,0.0
4083.182,M-detector,0,2,25,0.0,0.0,0.0,0.0
4083.282,M-detector,0,4,25,0.0,0.0,0.0,0.0
4083.382,M-detector,0,2,25,0.0,0.0,0.0,0.0
4083.482,M-detector,0,3,25,0.0,0.0,0.0,0.0
4083.582,M-detector,0,4,25,0.0,0.0,0.0,0.0
4083.682,M-detector,0,3,25,0.0,0.0,0.0,0.0
4083.782,M-detector,0,3,25,0.0,0.0,0.0,0.0
4083.882,M-detector,0,3,25,0.0,0.0,0.0,0.0
4083.982,M-detector,0,3,25,0.0,0.0,0.0,0.0
4084.082,M-detector,0,2,25,0.0,0.0,0.0,0.0
4084.182,M-detector,1,2,24,0.04,0.3333333333333333,0.07142857142857142,0.5579692576243814
4084.282,M-detector,0,4,25,0.0,0.0,0.0,0.0
4084.382,M-detector,1,3,24,0.04,0.25,0.06896551724137932,0.5399946297370936
4084.482,M-detector,0,1,25,0.0,0.0,0.0,0.0
4084.582,M-detector,0,1,25,0.0,0.0,0.0,0.0
4084.682,M-detector,0,3,25,0.0,0.0,0.0,0.0
4084.782,M-detector,0,3,25,0.0,0.0,0.0,0.0
4084.882,M-detector,0,2,25,0.0,0.0,0.0,0.0
4084.982,M-detector,0,2,25,0.0,0.0,0.0,0.0
4085.082,M-detector,0,2,25,0.0,0.0,0.0,0.0
4085.182,M-detector,0,2,25,0.0,0.0,0.0,0.0
4085.282,M-detector,0,2,25,0.0,0.0,0.0,0.0
4085.382,M-detector,0,2,25,0.0,0.0,0.0,0.0
4085.482,M-detector,0,1,25,0.0,0.0,0.0,0.0
4085.582,M-detector,0,2,25,0.0,0.0,0.0,0.0
4085.682,M-detector,0,2,25,0.0,0.0,0.0,0.0
4085.782,M-detector,0,2,25,0.0,0.0,0.0,0.0
4085.882,M-detector,0,1,25,0.0,0.0,0.0,0.0
4085.982,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.6267179276575265
4086.082,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.6396535492454299
4086.182,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.4165308275101592
4086.282,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.5026500042850911
4086.382,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.5557278946436586
4086.482,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.5540728468386792
4086.582,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.5240444191170247
4086.682,M-detector,0,1,25,0.0,0.0,0.0,0.0
4086.782,M-detector,0,2,25,0.0,0.0,0.0,0.0
4086.882,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.5175891290105875
4086.982,M-detector,0,1,25,0.0,0.0,0.0,0.0
4087.082,M-detector,0,1,25,0.0,0.0,0.0,0.0
4087.182,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.6029411186808199
4087.282,M-detector,1,1,24,0.04,0.5,0.07407407407407407,0.4912829437668575
4087.382,M-detector,1,1,24,0.04,0.5,0.07407407407407407,0.5739437425794819
4087.482,M-detector,0,1,25,0.0,0.0,0.0,0.0
4087.582,M-detector,0,2,25,0.0,0.0,0.0,0.0
4087.682,M-detector,0,1,25,0.0,0.0,0.0,0.0
4087.782,M-detector,0,3,25,0.0,0.0,0.0,0.0
4087.882,M-detector,0,2,25,0.0,0.0,0.0,0.0
4087.982,M-detector,0,1,25,0.0,0.0,0.0,0.0
4088.082,M-detector,0,2,25,0.0,0.0,0.0,0.0
4088.182,M-detector,0,3,25,0.0,0.0,0.0,0.0
4088.282,M-detector,0,2,25,0.0,0.0,0.0,0.0
4088.382,M-detector,1,2,24,0.04,0.3333333333333333,0.07142857142857142,0.507905234562319
4088.482,M-detector,0,3,25,0.0,0.0,0.0,0.0
4088.582,M-detector,0,0,25,0.0,0.0,0.0,0.0
4088.682,M-detector,0,2,25,0.0,0.0,0.0,0.0
4088.782,M-detector,0,1,25,0.0,0.0,0.0,0.0
4088.882,M-detector,0,2,25,0.0,0.0,0.0,0.0
4088.982,M-detector,0,3,25,0.0,0.0,0.0,0.0
4089.082,M-detector,0,1,25,0.0,0.0,0.0,0.0
4089.182,M-detector,0,2,25,0.0,0.0,0.0,0.0
4089.282,M-detector,0,4,25,0.0,0.0,0.0,0.0
4089.382,M-detector,0,2,25,0.0,0.0,0.0,0.0
4089.482,M-detector,0,2,25,0.0,0.0,0.0,0.0
4089.582,M-detector,0,1,25,0.0,0.0,0.0,0.0
4089.682,M-detector,0,2,25,0.0,0.0,0.0,0.0
4089.782,M-detector,0,1,25,0.0,0.0,0.0,0.0
4089.882,M-detector,0,2,25,0.0,0.0,0.0,0.0
4089.982,M-detector,0,3,25,0.0,0.0,0.0,0.0
4090.082,M-detector,0,2,25,0.0,0.0,0.0,0.0
4090.182,M-detector,0,1,25,0.0,0.0,0.0,0.0
4090.282,M-detector,0,1,25,0.0,0.0,0.0,0.0
4090.382,M-detector,1,0,24,0.04,1.0,0.07692307692307693,0.4331120370800225
4090.482,M-detector,2,1,23,0.08,0.6666666666666666,0.14285714285714285,0.4771318785011879
4090.582,M-detector,0,1,25,0.0,0.0,0.0,0.0
4090.682,M-detector,0,1,25,0.0,0.0,0.0,0.0
4090.782,M-detector,2,0,23,0.08,1.0,0.14814814814814814,0.48178686833575646
